a	b	r	nb	Figure_of_merit
1.627441406	0.150878906	3	3	0.24243451
1.545410156	0.003417969	3	3	0.244409516
2.017089844	0.909667969	3	3	0.234684294
0.165527344	0.557128906	3	3	0.240090419
1.896972656	0.495605469	3	3	0.239494752
2.239746094	0.381347656	3	3	0.237469362
0.689941406	0.574707031	3	3	0.248266595
2.017089844	0.439941406	3	3	0.237931096
2.685058594	0.841308594	3	3	0.233569405
2.570800781	0.041503906	3	3	0.232979985
0.824707031	0.774902344	3	3	0.2496099
1.018066406	0.684082031	3	3	0.247350329
1.264160156	0.437988281	3	3	0.245076665
0.127441406	0.650878906	3	3	0.241460416
0.218261719	0.734863281	3	3	0.24214655
1.712402344	0.306152344	3	3	0.241217131
0.760253906	0.257324219	3	3	0.248199506
2.699707031	0.899902344	3	3	0.231911734
1.472167969	0.005371094	3	3	0.242057974
1.296386719	0.469238281	3	3	0.242678272
2.857910156	0.021972656	3	3	0.23510016
1.413574219	0.219238281	3	3	0.240289102
0.561035156	0.831542969	3	3	0.248758805
2.113769531	0.485839844	3	3	0.237337501
2.072753906	0.194824219	3	3	0.237425405
1.349121094	0.396972656	3	3	0.243743083
2.957519531	0.641113281	3	3	0.234443657
0.663574219	0.477050781	3	3	0.249027447
2.441894531	0.778808594	3	3	0.231280375
1.208496094	0.350097656	3	3	0.243831899
1.690429688	0.690429688	3	3	0.240797136
0.045410156	0.710449219	3	3	0.236876209
2.758300781	0.479003906	3	3	0.231215099
1.814941406	0.968261719	3	3	0.238503244
1.604003906	0.439941406	3	3	0.240222867
2.488769531	0.294433594	3	3	0.23324188
2.588378906	0.081542969	3	3	0.233372869
0.780761719	0.172363281	3	3	0.245655439
2.248535156	0.132324219	3	3	0.235538216
1.085449219	0.831542969	3	3	0.248445536
1.943847656	0.952636719	3	3	0.236415262
1.226074219	0.914550781	3	3	0.242235139
2.336425781	0.525878906	3	3	0.237117795
0.752929688	0.002929688	3	3	0.243965148
1.964355469	0.544433594	3	3	0.235669694
1.363769531	0.669433594	3	3	0.242301589
1.146972656	0.889160156	3	3	0.245321465
0.218261719	0.423339844	3	3	0.237579267
0.479003906	0.564941406	3	3	0.244854202
2.702636719	0.250488281	3	3	0.231781054
2.260253906	0.971191406	3	3	0.23670057
1.305175781	0.723144531	3	3	0.246792291
0.637207031	0.337402344	3	3	0.243787489
0.599121094	0.584472656	3	3	0.250574383
0.959472656	0.701660156	3	3	0.248244231
2.444824219	0.562988281	3	3	0.233547565
2.113769531	0.485839844	3	3	0.23852526
2.957519531	0.204589844	3	3	0.232151384
1.712402344	0.479003906	3	3	0.240620381
2.228027344	0.744628906	3	3	0.237623235
1.331542969	0.113769531	3	3	0.246390812
2.901855469	0.059082031	3	3	0.233132743
1.105957031	0.427246094	3	3	0.245121167
2.846191406	0.437011719	3	3	0.233678619
0.622558594	0.952636719	3	3	0.251315577
1.943847656	0.029785156	3	3	0.237733168
0.115722656	0.151855469	3	3	0.23431244
0.880371094	0.552246094	3	3	0.247975926
1.094238281	0.746582031	3	3	0.24243451
1.551269531	0.856933594	3	3	0.240885533
0.499511719	0.633300781	3	3	0.247640707
0.250488281	0.638183594	3	3	0.240708753
0.877441406	0.137207031	3	3	0.245967309
1.967285156	0.925292969	3	3	0.239296323
1.161621094	0.021972656	3	3	0.24567771
0.007324219	0.118652344	3	3	0.236130085
2.635253906	0.003417969	3	3	0.231781054
0.183105469	0.191894531	3	3	0.233766004
1.662597656	0.836425781	3	3	0.241681667
0.244628906	0.801269531	3	3	0.24329919
0.856933594	0.764160156	3	3	0.249049839
1.495605469	0.215332031	3	3	0.243254818
2.339355469	0.919433594	3	3	0.235757361
0.045410156	0.503417969	3	3	0.236239753
1.551269531	0.092285156	3	3	0.242678272
2.617675781	0.755371094	3	3	0.234793705
1.480957031	0.445800781	3	3	0.241438295
0.752929688	0.002929688	3	3	0.245699982
2.509277344	0.150878906	3	3	0.236656668
2.148925781	0.915527344	3	3	0.238041083
0.933105469	0.941894531	3	3	0.248244231
2.113769531	0.172363281	3	3	0.234093808
1.404785156	0.984863281	3	3	0.243010829
1.964355469	0.621582031	3	3	0.238547277
1.413574219	0.565917969	3	3	0.243387943
1.501464844	0.143066406	3	3	0.242988653
0.666503906	0.038574219	3	3	0.239164073
0.569824219	0.097167969	3	3	0.240399509
0.883300781	0.681152344	3	3	0.248154783
0.889160156	0.472167969	3	3	0.244187292
1.492675781	0.571777344	3	3	0.240664565
1.943847656	0.805175781	3	3	0.238063083
1.665527344	0.807128906	3	3	0.239560909
0.467285156	0.851074219	3	3	0.247886517
2.550292969	0.546386719	3	3	0.231606859
0.467285156	0.818847656	3	3	0.249161811
2.960449219	0.206542969	3	3	0.231889952
0.801269531	0.734863281	3	3	0.249587488
1.309570313	0.188476563	3	3	0.248020636
2.169433594	0.187011719	3	3	0.239428602
1.589355469	0.257324219	3	3	0.240156639
2.336425781	0.103027344	3	3	0.234465529
1.053222656	0.714355469	3	3	0.245321465
0.663574219	0.837402344	3	3	0.247216355
1.478027344	0.869628906	3	3	0.241327703
0.979980469	0.387207031	3	3	0.24911702
0.229980469	0.520019531	3	3	0.241106579
1.258300781	0.864746094	3	3	0.243454516
1.814941406	0.968261719	3	3	0.238283124
1.252441406	0.512207031	3	3	0.244431743
1.571777344	0.323730469	3	3	0.239869735
0.766113281	0.372558594	3	3	0.248221868
0.320800781	0.302246094	3	3	0.239516803
0.780761719	0.485839844	3	3	0.245143419
1.656738281	0.309082031	4	3	0.240421592
2.699707031	0.899902344	4	3	0.23324188
1.940917969	0.161621094	4	3	0.241261358
1.495605469	0.215332031	4	3	0.24619017
1.721191406	0.229980469	4	3	0.239428602
0.900878906	0.394042969	4	3	0.243454516
2.904785156	0.484863281	4	3	0.232412927
2.145996094	0.912597656	4	3	0.234925024
2.512207031	0.646972656	4	3	0.234159389
2.534179688	0.282226563	4	3	0.233547565
1.451660156	0.679199219	4	3	0.245143419
0.880371094	0.865722656	4	3	0.24619017
1.393066406	0.089355469	4	3	0.240333262
1.791503906	0.066894531	4	3	0.239649129
2.096191406	0.187011719	4	3	0.238899657
1.636230469	0.679199219	4	3	0.241792322
1.920410156	0.531738281	4	3	0.238789517
1.103027344	0.479980469	4	3	0.245699982
1.360839844	0.846191406	4	3	0.246569215
1.548339844	0.658691406	4	3	0.241305587
1.196777344	0.650878906	4	3	0.24188086
1.387207031	0.708496094	4	3	0.241858724
0.010253906	0.221191406	4	3	0.234421786
1.721191406	0.869628906	4	3	0.238679396
0.429199219	0.050292969	4	3	0.22991103
0.520019531	0.328613281	4	3	0.235275345
0.812988281	0.277832031	4	3	0.239649129
1.469238281	0.294433594	4	3	0.24243451
1.899902344	0.354003906	4	3	0.237623235
0.317871094	0.303222656	4	3	0.230171622
0.833496094	0.975097656	4	3	0.245499562
1.624511719	0.517089844	4	3	0.239164073
0.197753906	0.033691406	4	3	0.231280375
0.622558594	0.153808594	4	3	0.233089094
1.103027344	0.494628906	4	3	0.242235139
0.514160156	0.240722656	4	3	0.233766004
1.861816406	0.483886719	4	3	0.242633944
2.576660156	0.678222656	4	3	0.23584504
1.724121094	0.708496094	4	3	0.238635354
0.229980469	0.520019531	4	3	0.234290573
2.148925781	0.161621094	4	3	0.240620381
0.083496094	0.132324219	4	3	0.233482048
1.018066406	0.714355469	4	3	0.244720763
2.600097656	0.729980469	4	3	0.238591314
2.292480469	0.147949219	4	3	0.239605017
2.620605469	0.840332031	4	3	0.234334308
0.197753906	0.065917969	4	3	0.232783636
0.256347656	0.761230469	4	3	0.233089094
0.769042969	0.121582031	4	3	0.232347531
1.621582031	0.912597656	4	3	0.240863432
0.106933594	0.514160156	4	3	0.232391127
1.270019531	0.078613281	4	3	0.240554111
0.145019531	0.186035156	4	3	0.233198223
1.387207031	0.521972656	4	3	0.244654054
1.806152344	0.524902344	4	3	0.239582963
1.636230469	0.488769531	4	3	0.23927428
1.293457031	0.258300781	4	3	0.243787489
2.418457031	0.633300781	4	3	0.238107085
2.837402344	0.791503906	4	3	0.234159389
2.658691406	0.749511719	4	3	0.23453115
0.194824219	0.633300781	4	3	0.234268707
0.906738281	0.235839844	4	3	0.235713526
1.097167969	0.668457031	4	3	0.24476524
2.755371094	0.240722656	4	3	0.234662414
0.364746094	0.256347656	4	3	0.232325734
2.600097656	0.729980469	4	3	0.236195884
1.316894531	0.938964844	4	3	0.241438295
0.259277344	0.915527344	4	3	0.240068347
1.041503906	0.347167969	4	3	0.244965424
2.462402344	0.056152344	4	3	0.234465529
2.564941406	0.448730469	4	3	0.233372869
0.687011719	0.454589844	4	3	0.23372231
2.263183594	0.982910156	4	3	0.239715302
0.180175781	0.442871094	4	3	0.231563318
1.360839844	0.753417969	4	3	0.246836915
1.082519531	0.450683594	4	3	0.244298394
1.249511719	0.392089844	4	3	0.244520658
0.575683594	0.013183594	4	3	0.232194967
1.229003906	0.129394531	4	3	0.243920728
1.855957031	0.820800781	4	3	0.239913865
1.970214844	0.986816406	4	3	0.236722522
0.361816406	0.995605469	4	3	0.243765286
0.335449219	0.586425781	4	3	0.233940811
1.965820313	0.971679688	4	3	0.239582963
2.248535156	0.132324219	4	3	0.233503886
1.920410156	0.378417969	4	3	0.241725926
2.980957031	0.552246094	4	3	0.230084746
0.112792969	0.340332031	4	3	0.232630964
1.577636719	0.729980469	4	3	0.243033006
2.600097656	0.773925781	4	3	0.23637138
0.232910156	0.272949219	4	3	0.231955299
0.607910156	0.771972656	4	3	0.242567459
2.825683594	0.311035156	4	3	0.232151384
2.260253906	0.723144531	4	3	0.238261117
0.725097656	0.498535156	4	3	0.23896575
1.565917969	0.574707031	4	3	0.239869735
2.043457031	0.681152344	4	3	0.236612769
1.574707031	0.709472656	4	3	0.240002136
2.553222656	0.982910156	4	3	0.233831551
2.632324219	0.820800781	4	3	0.235209645
2.515136719	0.792480469	4	3	0.232979985
2.395019531	0.953613281	4	3	0.233460211
2.436035156	0.456542969	4	3	0.23823911
2.796386719	0.180175781	4	3	0.235319149
1.272949219	0.016113281	4	3	0.24243451
0.180175781	0.494628906	4	3	0.230867077
2.084472656	0.076660156	4	3	0.237381451
1.700683594	0.888183594	4	3	0.241239244
2.485839844	0.878417969	4	3	0.235209645
0.537597656	0.961425781	4	3	0.244409516
2.456542969	0.434082031	4	3	0.235428673
1.270019531	0.311035156	4	3	0.239516803
2.685058594	0.451660156	4	3	0.235516306
0.883300781	0.681152344	4	3	0.247082409
0.783691406	0.605957031	4	3	0.243787489
2.169433594	0.701660156	4	3	0.238635354
0.871582031	0.509277344	4	3	0.240355344
0.956542969	0.989746094	4	3	0.244654054
0.520019531	0.517089844	4	3	0.233394703
2.090332031	0.103027344	4	3	0.24020079
0.666503906	0.191894531	4	3	0.234399915
1.674316406	0.558105469	4	3	0.242279438
1.475097656	0.898925781	4	3	0.24363208
0.376464844	0.768066406	4	3	0.240797136
1.451660156	0.679199219	4	3	0.244542889
0.689941406	0.093261719	4	3	0.231737501
2.822753906	0.940917969	4	3	0.232347531
1.349121094	0.083496094	4	3	0.2423902
2.058105469	0.066894531	4	3	0.240024205
2.638183594	0.530761719	4	3	0.236898168
2.550292969	0.902832031	4	3	0.237403428
2.743652344	0.587402344	4	3	0.232107804
2.025878906	0.835449219	4	3	0.238943718
2.846191406	0.994628906	4	3	0.232936346
2.978027344	0.354980469	4	3	0.230519251
1.018066406	0.229003906	4	3	0.23823911
2.641113281	0.497558594	4	3	0.233766004
1.656738281	0.356933594	4	3	0.24108447
0.065917969	0.379394531	4	3	0.23324188
1.879394531	0.219238281	4	3	0.240642473
0.971191406	0.119628906	4	3	0.241062363
2.210449219	0.703613281	4	3	0.239450651
2.878417969	0.066894531	4	3	0.231280375
1.976074219	0.531738281	4	3	0.238041083
2.494628906	0.924316406	4	3	0.234946913
0.145019531	0.888183594	4	3	0.235582039
2.248535156	0.016113281	4	3	0.237073864
2.096191406	0.187011719	4	3	0.239957999
1.812011719	0.329589844	4	3	0.239957999
1.940917969	0.504394531	4	3	0.239031851
1.580566406	0.026855469	4	3	0.245343724
1.976074219	0.531738281	4	3	0.239759422
1.832519531	0.516113281	4	3	0.241814455
0.402832031	0.415527344	4	3	0.231781054
1.873535156	0.894042969	4	3	0.23883357
0.250488281	0.638183594	4	3	0.232783636
2.383300781	0.989746094	4	3	0.236832295
0.622558594	0.764160156	4	3	0.240267023
0.827636719	0.625488281	4	3	0.244920933
1.747558594	0.904785156	4	3	0.237073864
1.407714844	0.612792969	4	3	0.241526783
1.466308594	0.545410156	4	3	0.24389852
0.897949219	0.023925781	4	3	0.233831551
1.727050781	0.024902344	4	3	0.243987359
0.681152344	0.995605469	4	3	0.249049839
2.292480469	0.207519531	4	3	0.236327501
0.818847656	0.180175781	4	3	0.232325734
2.687988281	0.700683594	4	3	0.237249609
0.558105469	0.700683594	4	3	0.238723442
1.639160156	0.741699219	4	3	0.241836589
0.268066406	0.265136719	4	3	0.230714879
1.044433594	0.076660156	4	3	0.240730847
1.911621094	0.897949219	4	3	0.242013691
2.564941406	0.448730469	4	3	0.237909101
1.908691406	0.557128906	4	3	0.240421592
2.632324219	0.750488281	4	3	0.233678619
2.796386719	0.180175781	4	3	0.235034478
1.806152344	0.947753906	4	3	0.241902996
1.683105469	0.277832031	4	3	0.241925134
2.248535156	0.662597656	4	3	0.234881248
0.180175781	0.598144531	4	3	0.233591246
2.063964844	0.580566406	4	3	0.238789517
2.354003906	0.476074219	4	3	0.235757361
1.686035156	0.206542969	4	3	0.241571031
0.417480469	0.832519531	4	3	0.241283472
0.713378906	0.522949219	4	3	0.237997086
0.666503906	0.038574219	4	3	0.232238553
2.491699219	0.415527344	4	3	0.236612769
1.653808594	0.607910156	4	3	0.244298394
2.550292969	0.270019531	4	3	0.233482048
2.799316406	0.546386719	4	3	0.234859361
1.735839844	0.235839844	4	3	0.240819234
1.574707031	0.770996094	4	3	0.244609586
0.372070313	0.690429688	4	3	0.237579267
2.494628906	0.612792969	4	3	0.233198223
1.103027344	0.119628906	4	3	0.244520658
2.462402344	0.729003906	4	3	0.23659082
1.211425781	0.978027344	4	3	0.243854105
1.349121094	0.396972656	4	3	0.244698526
2.491699219	0.612792969	4	3	0.237403428
2.632324219	0.909667969	4	3	0.236217818
2.289550781	0.385253906	4	3	0.237029935
1.281738281	0.731933594	4	3	0.24616788
1.428222656	0.107910156	4	3	0.241150797
0.183105469	0.075683594	4	3	0.232761824
2.312988281	0.777832031	4	3	0.237975088
0.423339844	0.815917969	4	3	0.239538856
2.485839844	0.221191406	4	3	0.23634944
2.465332031	0.478027344	4	3	0.237689192
0.402832031	0.930175781	4	3	0.24243451
0.361816406	0.995605469	4	3	0.243343565
1.272949219	0.519042969	4	3	0.24641311
1.003417969	0.099121094	4	3	0.234378045
2.148925781	0.504394531	4	3	0.234093808
1.041503906	0.502441406	4	3	0.247127054
1.700683594	0.420410156	4	3	0.243565487
1.176269531	0.798339844	4	3	0.245054415
0.754394531	0.626464844	4	3	0.243521097
0.004394531	0.841308594	4	3	0.235954658
1.791503906	0.913574219	4	3	0.240046276
2.534179688	0.971679688	4	3	0.237535303
1.249511719	0.953613281	4	3	0.244142857
2.374511719	0.267089844	4	3	0.237227638
2.354003906	0.004394531	4	3	0.236744475
1.554199219	0.492675781	4	3	0.242523139
0.909667969	0.442871094	4	3	0.244453971
0.681152344	0.697753906	4	3	0.241217131
1.615722656	0.651855469	4	3	0.242523139
2.286621094	0.770996094	4	3	0.233220051
1.536621094	0.646972656	4	3	0.243387943
1.401855469	0.160644531	4	3	0.239957999
0.429199219	0.297363281	4	3	0.232761824
1.727050781	0.447753906	4	3	0.243166084
2.960449219	0.453613281	4	3	0.233875252
0.558105469	0.652832031	4	3	0.241925134
0.906738281	0.111816406	4	3	0.237777146
2.119628906	0.741699219	4	3	0.24134982
2.799316406	0.933105469	4	3	0.232783636
2.711425781	0.941894531	4	3	0.233897104
0.142089844	0.564941406	4	3	0.231781054
0.215332031	0.099121094	4	3	0.232064227
1.735839844	0.111816406	4	3	0.240951838
0.194824219	0.806152344	4	3	0.233591246
1.495605469	0.638183594	4	3	0.243033006
0.033691406	0.292480469	4	3	0.233918957
1.381347656	0.967285156	4	3	0.241615283
2.928222656	0.530761719	4	3	0.233525725
0.165527344	0.557128906	4	3	0.232783636
2.008300781	0.729003906	4	3	0.238723442
1.735839844	0.111816406	4	3	0.242412354
0.777832031	0.536621094	4	3	0.240863432
0.259277344	0.213378906	4	3	0.23169395
1.565917969	0.574707031	4	3	0.244431743
2.263183594	0.982910156	4	3	0.238415187
1.524902344	0.229003906	4	3	0.241371938
0.880371094	0.865722656	4	3	0.244365065
1.029785156	0.612792969	4	3	0.244542889
2.289550781	0.587402344	4	3	0.234246842
1.690429688	0.690429688	4	3	0.241172908
1.053222656	0.633300781	4	3	0.246101016
2.034667969	0.749511719	4	3	0.235735443
0.399902344	0.666503906	4	3	0.236766429
0.590332031	0.631347656	4	3	0.23927428
2.714355469	0.871582031	4	3	0.233700464
2.805175781	0.759277344	4	3	0.232783636
1.812011719	0.516113281	4	3	0.240996046
2.145996094	0.942871094	4	3	0.237051899
1.762207031	0.396972656	4	3	0.24020079
0.602050781	0.899902344	4	3	0.24911702
1.448730469	0.426269531	4	3	0.2423902
2.145996094	0.912597656	4	3	0.239075922
2.096191406	0.668457031	4	3	0.2384372
2.667480469	0.582519531	4	3	0.237051899
2.945800781	0.618652344	4	3	0.23254374
1.690429688	0.750976563	4	3	0.243210449
1.700683594	0.420410156	4	3	0.240178714
1.791503906	0.913574219	4	3	0.240355344
2.564941406	0.338378906	4	3	0.235910808
0.947753906	0.283691406	4	3	0.24214655
2.348144531	0.685058594	4	3	0.237293554
0.159667969	0.374511719	4	3	0.231933516
1.319824219	0.681152344	4	3	0.244298394
0.479003906	0.784667969	4	3	0.239075922
0.250488281	0.215332031	4	3	0.230215065
2.383300781	0.989746094	4	3	0.235428673
1.932128906	0.050292969	4	3	0.243765286
0.836425781	0.224121094	4	3	0.231585088
1.176269531	0.859863281	4	3	0.241571031
0.602050781	0.322753906	4	3	0.234837475
0.687011719	0.391113281	4	3	0.239296323
2.181152344	0.899902344	4	3	0.236964048
2.184082031	0.571777344	4	3	0.237997086
2.699707031	0.039550781	4	3	0.235976583
2.383300781	0.488769531	4	3	0.235603951
1.366699219	0.487792969	4	3	0.244698526
0.358886719	0.242675781	4	3	0.233023626
2.148925781	0.213378906	4	3	0.237865113
0.659179688	0.096679688	4	3	0.232020654
0.725097656	0.046386719	4	3	0.232282142
0.897949219	0.641113281	4	3	0.248065348
0.769042969	0.952636719	4	3	0.249161811
2.125488281	0.513183594	4	3	0.239142034
2.989746094	0.474121094	4	3	0.232958165
1.249511719	0.953613281	4	3	0.244276172
2.491699219	0.930175781	4	3	0.236634718
0.118652344	0.010253906	4	3	0.233132743
1.920410156	0.585449219	4	3	0.240289102
0.089355469	0.757324219	4	3	0.235538216
0.227050781	0.770996094	4	3	0.232849079
2.553222656	0.155761719	4	3	0.234203114
0.546386719	0.251464844	4	3	0.230627925
0.836425781	0.224121094	4	3	0.236656668
2.646972656	0.914550781	4	3	0.232761824
2.020019531	0.013183594	4	3	0.240399509
2.151855469	0.356933594	4	3	0.238371163
2.351074219	0.899902344	4	3	0.238195099
0.273925781	0.379394531	4	3	0.230171622
0.602050781	0.899902344	4	3	0.245610899
0.089355469	0.723144531	4	3	0.23584504
0.707519531	0.391113281	4	3	0.23247833
1.656738281	0.356933594	4	3	0.240509935
2.679199219	0.367675781	4	3	0.230845332
1.472167969	0.160644531	4	3	0.24467629
1.853027344	0.229980469	4	3	0.239340413
0.836425781	0.066894531	4	3	0.235209645
0.449707031	0.584472656	4	3	0.23648109
2.465332031	0.849121094	4	3	0.233831551
0.558105469	0.652832031	4	3	0.240576201
2.755371094	0.616699219	4	3	0.23659082
0.021972656	0.620605469	4	3	0.234881248
1.138183594	0.248535156	4	3	0.242944304
0.317871094	0.679199219	4	3	0.234728056
0.499511719	0.714355469	4	3	0.241548907
2.491699219	0.359863281	4	3	0.235516306
1.636230469	0.488769531	4	3	0.239472701
2.043457031	0.508300781	4	3	0.23617395
2.462402344	0.729003906	4	3	0.237403428
1.138183594	0.030761719	4	3	0.238701419
1.243652344	0.135253906	4	3	0.242080117
1.976074219	0.378417969	4	3	0.238657374
0.452636719	0.354980469	4	3	0.230171622
1.530761719	0.039550781	4	3	0.239384506
0.449707031	0.145996094	4	3	0.229715657
2.421386719	0.594238281	4	3	0.238085084
2.020019531	0.061035156	4	3	0.239935932
1.466308594	0.545410156	4	3	0.245766803
0.956542969	0.488769531	4	3	0.244720763
2.040527344	0.432128906	4	3	0.237909101
0.402832031	0.415527344	4	3	0.232740012
0.490722656	0.218261719	4	3	0.231715725
0.455566406	0.121582031	4	3	0.231128075
2.825683594	0.763183594	4	3	0.234181251
0.112792969	0.340332031	4	3	0.233110918
0.197753906	0.819824219	4	3	0.234334308
1.700683594	0.218261719	4	3	0.241327703
0.771972656	0.874511719	4	3	0.249789226
1.524902344	0.714355469	4	3	0.242478823
1.003417969	0.941894531	4	3	0.243876312
0.959472656	0.187011719	4	3	0.236130085
0.537597656	0.792480469	4	3	0.244298394
2.796386719	0.323730469	4	3	0.233525725
2.069824219	0.931152344	4	3	0.23634944
0.092285156	0.050292969	4	3	0.234006376
1.724121094	0.459472656	4	3	0.24199155
1.316894531	0.153808594	4	3	0.24232374
2.192871094	0.554199219	4	3	0.239428602
0.306152344	0.024902344	4	3	0.230693139
2.854980469	0.512207031	4	3	0.23204244
1.466308594	0.685058594	4	3	0.243077362
2.559082031	0.380371094	4	3	0.233482048
0.361816406	0.697753906	4	3	0.236415262
2.966308594	0.046386719	4	3	0.232412927
0.561035156	0.319824219	4	3	0.230432326
2.878417969	0.224121094	4	3	0.234684294
0.423339844	0.283691406	4	3	0.233023626
0.880371094	0.740722656	4	3	0.246546912
0.183105469	0.038574219	4	3	0.232849079
0.880371094	0.741699219	4	3	0.248535025
0.446777344	0.338378906	4	3	0.233198223
0.645996094	0.100097656	4	3	0.233307371
0.859863281	0.668457031	4	3	0.245855909
1.451660156	0.303222656	4	3	0.24258962
1.082519531	0.450683594	4	3	0.244187292
2.289550781	0.587402344	4	3	0.235910808
1.108886719	0.781738281	4	3	0.242744769
1.381347656	0.265136719	4	3	0.242124405
0.818847656	0.323730469	4	3	0.234728056
1.867675781	0.005371094	4	3	0.240554111
2.374511719	0.078613281	4	3	0.238613333
2.658691406	0.730957031	4	3	0.235954658
1.683105469	0.575683594	4	3	0.239230195
1.029785156	0.359863281	4	3	0.244298394
0.622558594	0.764160156	4	3	0.242678272
1.565917969	0.093261719	4	3	0.241770189
2.058105469	0.913574219	4	3	0.23815109
1.785644531	0.247558594	4	3	0.236788383
2.995605469	0.601074219	4	3	0.229715657
1.407714844	0.924316406	4	3	0.242478823
1.138183594	0.450683594	4	3	0.241925134
1.577636719	0.773925781	4	3	0.24150466
2.084472656	0.812011719	4	3	0.235494396
1.182128906	0.679199219	4	3	0.248624527
1.097167969	0.187011719	4	3	0.238041083
1.639160156	0.865722656	4	3	0.240863432
1.155761719	0.914550781	4	3	0.246145591
1.495605469	0.215332031	4	3	0.242700437
2.395019531	0.392089844	4	3	0.236546926
0.607910156	0.897949219	4	3	0.248110064
2.512207031	0.333496094	4	3	0.234640534
1.138183594	0.107910156	4	3	0.241969411
1.885253906	0.846191406	4	3	0.240267023
0.065917969	0.036621094	4	3	0.234137528
0.537597656	0.792480469	4	3	0.239406554
1.861816406	0.340332031	4	3	0.240090419
0.840820313	0.907226563	4	3	0.249856487
1.621582031	0.942871094	4	3	0.237975088
2.699707031	0.899902344	4	3	0.233591246
0.165527344	0.417480469	4	3	0.232151384
1.173339844	0.065917969	4	3	0.242368046
2.632324219	0.993652344	4	3	0.236195884
0.490722656	0.420410156	4	3	0.230932316
1.463378906	0.206542969	4	3	0.243654279
0.455566406	0.952636719	4	3	0.244253951
0.672363281	0.278808594	4	3	0.232260347
0.593261719	0.798339844	4	3	0.242567459
0.112792969	0.483886719	4	3	0.232347531
1.103027344	0.384277344	4	3	0.24292213
0.810058594	0.265136719	4	3	0.232456528
1.879394531	0.251464844	4	3	0.238415187
2.011230469	0.841308594	4	3	0.239847671
1.316894531	0.764160156	4	3	0.246011875
2.069824219	0.258300781	4	3	0.237689192
1.082519531	0.248535156	4	3	0.244253951
0.783691406	0.374511719	4	3	0.240443677
0.689941406	0.574707031	4	3	0.238855598
2.948730469	0.926269531	4	3	0.234990694
0.599121094	0.333496094	4	3	0.232849079
0.446777344	0.448730469	4	3	0.230432326
0.587402344	0.354003906	4	3	0.231236857
2.743652344	0.385253906	4	3	0.235319149
2.084472656	0.812011719	4	3	0.239693244
0.619628906	0.241699219	4	3	0.230736619
2.494628906	0.612792969	4	3	0.234465529
1.044433594	0.812011719	4	3	0.248042991
2.348144531	0.545410156	4	3	0.237403428
1.284667969	0.973144531	4	3	0.24456512
1.029785156	0.612792969	4	3	0.244098425
1.155761719	0.245605469	4	3	0.244165074
1.018066406	0.714355469	4	3	0.245744529
0.092285156	0.297363281	4	3	0.233744156
1.940917969	0.504394531	4	3	0.239980067
2.723144531	0.032714844	4	3	0.23372231
0.068847656	0.827636719	4	3	0.234684294
2.263183594	0.155761719	4	3	0.237293554
0.555175781	0.817871094	4	3	0.244831961
2.579589844	0.347167969	4	3	0.237887106
2.588378906	0.207519531	4	3	0.232849079
1.448730469	0.730957031	4	3	0.241593157
2.192871094	0.678222656	4	3	0.235494396
2.228027344	0.619628906	4	3	0.23652498
0.499511719	0.633300781	4	3	0.237095829
0.227050781	0.947753906	4	3	0.241925134
1.765136719	0.687988281	4	3	0.242789105
2.312988281	0.075683594	4	3	0.238547277
2.928222656	0.607910156	4	3	0.232958165
0.769042969	0.121582031	4	3	0.230693139
1.785644531	0.595214844	4	3	0.242301589
2.351074219	0.039550781	4	3	0.237777146
2.614746094	0.006347656	4	3	0.235187746
1.161621094	0.145996094	4	3	0.239869735
2.989746094	0.631347656	4	3	0.23324188
1.475097656	0.354980469	4	3	0.24232374
0.859863281	0.841308594	4	3	0.248199506
0.552246094	0.068847656	4	3	0.23405009
2.978027344	0.994628906	4	3	0.232827264
2.963378906	0.272949219	4	3	0.232347531
2.181152344	0.322753906	4	3	0.237513321
2.687988281	0.652832031	4	3	0.235647779
1.120605469	0.476074219	4	3	0.242212991
2.904785156	0.487792969	4	3	0.231541548
1.026855469	0.934082031	4	3	0.244809719
1.229003906	0.601074219	4	3	0.240267023
2.151855469	0.309082031	4	3	0.241925134
1.182128906	0.488769531	4	3	0.243410133
1.062011719	0.195800781	4	3	0.238041083
0.326660156	0.750488281	4	3	0.240267023
2.008300781	0.056152344	4	3	0.240068347
0.092285156	0.050292969	4	3	0.233875252
2.515136719	0.961425781	4	3	0.233634931
2.687988281	0.700683594	5	3	0.234378045
2.931152344	0.447753906	5	3	0.235231544
2.705566406	0.202636719	5	3	0.233744156
2.263183594	0.575683594	5	3	0.235735443
0.555175781	0.869628906	5	3	0.241371938
2.972167969	0.812011719	5	3	0.23398452
2.723144531	0.687988281	5	3	0.233220051
0.836425781	0.066894531	5	3	0.230954064
1.006347656	0.890136719	5	3	0.244431743
1.967285156	0.422363281	5	3	0.239164073
0.467285156	0.922363281	5	3	0.237887106
0.221191406	0.543457031	5	3	0.231715725
0.285644531	0.095214844	5	3	0.234006376
1.539550781	0.957519531	5	3	0.239230195
2.040527344	0.292480469	5	3	0.238613333
1.185058594	0.951660156	5	3	0.244253951
2.629394531	0.469238281	5	3	0.238415187
2.878417969	0.224121094	5	3	0.232914528
2.298339844	0.298339844	5	3	0.237337501
2.995605469	0.129394531	5	3	0.232260347
1.308105469	0.163574219	5	3	0.236876209
2.324707031	0.414550781	5	3	0.240355344
